epoch,train_accs,val_accs,epoch_times,predictions,converged,penguin_times,genome,flops,arch
0,80.19147194054293,50.21415973796926,2166.0191764831543,inf,False,0.0001490116119384,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
1,86.68829123889904,84.53640715545477,66.47042179107666,inf,False,0.0001780986785888,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
2,88.86754424639416,86.11740992693373,66.40973377227783,inf,False,0.0001368522644042,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
3,90.89563519556592,89.51877047115143,66.45061326026917,88.18834847249771,False,0.1131269931793212,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
4,92.13799836241104,56.305114638447975,66.7297694683075,79.11943555169546,False,0.1001279354095459,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
5,93.1394469988033,73.05996472663139,66.4263596534729,77.90754050868865,False,0.0825340747833252,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
6,94.09365749196952,64.29201310153691,66.46041631698608,75.63828305340571,False,0.0722606182098388,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
7,94.7313724255212,83.79944570420761,66.44028949737549,76.80416515817447,False,0.0814857482910156,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
8,95.495055741009,58.900226757369616,66.43258857727051,74.56617233720696,False,0.0608279705047607,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
9,96.09025634565724,58.10657596371882,66.47375988960266,72.73732684724405,False,0.0583052635192871,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
10,96.74214272217674,85.4623330813807,66.43023586273193,74.00982871781005,False,0.0773024559020996,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
11,97.23971783082446,93.17838246409676,66.42947006225586,75.75242580184,False,0.0584895610809326,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
12,97.96875984127983,84.20886873267825,66.36108374595642,76.45712976545724,False,0.0627801418304443,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
13,98.54034137431503,89.99118165784833,66.47513151168823,77.49821337261419,False,0.0618419647216796,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
14,98.91982112489764,95.0806248425296,66.39163517951965,78.75410192046947,False,0.062326431274414,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
15,99.4331422812874,88.13303099017385,66.36313581466675,79.37936448884582,False,0.063481330871582,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
16,99.75436165522454,89.84001007810532,66.34182238578796,80.03316029538583,False,0.061202049255371,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
17,99.92756818038671,95.49004787100026,66.3710708618164,80.94239148215333,False,0.0804457664489746,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
18,99.97795553316118,95.63492063492065,66.39073371887207,81.75864485845398,False,0.0679783821105957,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
19,99.9968507904516,95.6034265558075,66.36354732513428,82.48733060245043,False,0.0673465728759765,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
20,99.9952761856774,95.73570168808264,66.42885327339172,83.14977146044069,False,0.0837757587432861,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
21,99.9984253952258,95.66011589821112,66.40189003944397,83.74552083523157,False,0.0731570720672607,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
22,99.9968507904516,95.7734945830184,66.54112410545349,84.29244316930112,False,0.0652787685394287,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
23,100.0,95.69160997732426,66.37604475021362,84.79845197528347,False,0.0296058654785156,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
24,100.0,95.79239103048629,66.29455327987671,85.27617349750031,False,0.0154066085815429,"[[0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0]]",893.362,1
