epoch,train_accs,val_accs,predictions,converged,genome,arch,flops
0,77.13516407381748,50.35273368606702,inf,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
1,82.95175410971846,50.0,inf,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
2,85.07117213579392,50.08188460569413,inf,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
3,86.52925615670466,62.45275888133031,117.29638905264156,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
4,87.59683819361341,59.76946334089191,111.096868085588,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
5,88.49908672923097,82.81683043587806,143.20180838445847,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
6,89.06436984316936,50.37792894935752,68.65763630360779,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
7,89.95717075014171,82.86092214663643,inf,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
8,90.45159664924104,81.07835726883346,126.42754966667886,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
9,90.9916860867922,88.63693625598387,130.44427712842167,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
10,91.78843610253826,69.84126984126983,97.84980612495838,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
11,92.2765635825408,61.552028218694886,78.33045203446959,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
12,92.9520690306733,58.05618543713782,72.81592766467455,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
13,93.52837437803112,88.22751322751323,76.78310512499958,False,"[[0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0]]",34,548.7686
