epoch,train_accs,val_accs,epoch_times,predictions,converged,params,function,penguin_times,genome,architecture,flops,arch
20,99.9984253952258,97.73242630385488,65.95781517028809,101.320046036176,False,[109.33319256   1.05733892  62.32530584],"[77.03646436 78.78789847 80.44435326 82.01097939 83.49264825 84.893967
 86.21929299 87.47274727 88.6582274  89.77941958 90.83981012 91.84269625
 92.79119641 93.68825992 94.53667616 95.33908325 96.09797623 96.81571486
 97.49453091 98.13653513 98.74372381]",0.0153377056121826,"[[0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [0, 0], [1, 1, 0], [1]], [[1], [1, 0], [0, 0, 0], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",893.3721,51
21,100.0,97.67573696145124,65.9449315071106,100.64044069351702,False,[106.79134157   1.06531126  53.71320006],"[76.87891451 78.7127619  80.43418122 82.05006514 83.56688372 84.99071038
 86.32724622 87.58184277 88.75952351 89.86500393 90.90271043 91.87679804
 92.79116707 93.64947868 94.4551696  95.21146586 95.92139571 96.58780174
 97.21335228 97.80055206 98.35175226 98.86915992]",0.0140511989593505,"[[0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [0, 0], [1, 1, 0], [1]], [[1], [1, 0], [0, 0, 0], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",893.3721,51
22,100.0,97.66943814562862,66.03791689872742,100.08262593055156,False,[104.97915587   1.07261702  47.66038997],"[76.72999723 78.64248761 80.42550088 82.08780273 83.63756544 85.08240799
 86.42943355 87.68526442 88.85607455 89.9476199  90.96526677 91.91401815
 92.7985383  93.62317574 94.39198458 95.10874444 95.7769791  96.39997375
 96.98079116 97.52228678 98.02712271 98.49778085 98.93657507]",0.0170950889587402,"[[0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [0, 0], [1, 1, 0], [1]], [[1], [1, 0], [0, 0, 0], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",893.3721,51
23,100.0,97.6379440665155,66.55937671661377,99.62172765650128,False,[103.63629981   1.07929103  43.21561192],"[76.59027569 78.57723471 80.4182201  82.12395594 83.70437846 85.1686939
 86.52543217 87.78249652 88.94720957 90.026356   91.02622202 91.95263204
 92.81098256 93.60627364 94.34313799 95.02586797 95.65844062 96.24454079
 96.78758261 97.29072941 97.7569121  98.18884628 98.58904806 98.95984867]",0.0159070491790771,"[[0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [0, 0], [1, 1, 0], [1]], [[1], [1, 0], [0, 0, 0], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",893.3721,51
24,99.9984253952258,97.6883345930965,66.1223521232605,99.25968461631028,False,[102.66570895   1.08502844  40.01780182],"[76.46724689 78.52029388 80.41245349 82.15633369 83.76355442 85.24482501
 86.61001559 87.86822276 89.02783032 90.09656503 91.08154816 91.98934291
 92.82599818 93.59708881 94.30775279 94.96272546 95.56637109 96.12271192
 96.63545501 97.1080169  97.5435464  97.94494555 98.31488899 98.65584174
 98.97007568]",0.0176119804382324,"[[0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [0, 0], [1, 1, 0], [1]], [[1], [1, 0], [0, 0, 0], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",893.3721,51
0,77.39969767588336,50.0,317.8258073329925,inf,False,,,0.0001728534698486,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
1,83.51546261888267,50.00629881582263,71.00999546051025,inf,False,,,0.0001213550567626,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
2,85.5293821250866,50.35903250188965,70.90748882293701,inf,False,,,0.0001137256622314,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
3,86.83158027335139,55.73192239858906,70.91546869277954,inf,False,"[inf, inf, inf]",inf,0.1069347858428955,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
4,87.69761289916231,79.25170068027211,70.97334933280945,147.35641116547723,False,[200.           1.04430124 116.43548392],[44.4069077  51.00746163 57.32800756 63.38042395 69.17608536],0.0592803955078125,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
5,88.69906153555458,85.71428571428571,70.98841905593872,159.37728979726768,False,[200.           1.05571621  93.32105959],[42.43904058 50.75443729 58.63098277 66.0918377  73.15894047 79.85307164],0.0359601974487304,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
6,89.5666687661397,70.44595616024188,71.01441597938538,146.0270172608641,False,[199.99992638   1.04305675 119.6133713 ],"[45.16308576 51.554657   57.68238803 63.55717003 69.18944457 74.58922223
 79.76610033]",0.0676815509796142,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
7,90.47206651130566,68.83975812547241,70.96805763244629,86.77085054946347,False,[87.07802271  1.21735526 18.99866394],"[45.11997263 52.61146119 58.76536613 63.82050912 67.97307095 71.38420486
 74.18629068 76.48807217]",0.0153074264526367,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
8,90.8735907287271,52.29276895943563,70.89996886253357,70.29590354542106,False,[70.29648155  1.53229606  7.52929122],"[45.43660045 54.07254039 59.70848776 63.38659378 65.7869824  67.35351298
 68.37585495 69.04305106 69.47847351]",0.0076236724853515,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
9,91.56011841027902,69.15469891660368,71.01641201972961,70.12701276620223,False,[70.12752333  1.53946462  7.4307169 ],"[45.45058432 54.09796429 59.71509889 63.36385737 65.73400504 67.27359721
 68.27368006 68.92331036 69.34529491 69.61940615]",0.010150671005249,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
10,92.2986080493796,88.04484756865709,70.97904109954834,76.2019682070714,False,[76.22851415  1.32564342 12.12697869],"[45.7027711  53.20139954 58.8579949  63.12505137 66.34390827 68.77205512
 70.60372931 71.98545396 73.02775887 73.81402227 74.40714059]",0.0105187892913818,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
11,93.035523083706,73.00327538422776,70.94028568267822,75.45076905840935,False,[75.46830757  1.34663261 11.41377821],"[45.5992947  53.28778658 58.99720712 63.23698306 66.38541115 68.72341193
 70.45959503 71.74887251 72.70628099 73.41724586 73.94520343 74.33726104]",0.0114545822143554,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
12,93.50947912074068,64.39279415469892,70.99196648597717,72.78050345682482,False,[72.78341368  1.44218487  9.05195209],"[45.27599174 53.70997692 59.55803797 63.61303894 66.42474572 68.37436177
 69.72621068 70.66357242 71.3135319  71.76420886 72.07670482 72.29338714
 72.44363301]",0.0106256008148193,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
13,94.30150532216412,89.94079113126732,70.94593811035156,77.39009019504992,False,[77.45063651  1.28386447 13.77698581],"[46.18500484 53.09788558 58.48231743 62.67624285 65.94288472 68.48726689
 70.46908212 72.01271487 73.21504797 74.15154331 74.88097805 75.44913361
 75.89166907 76.23635924]",0.0101275444030761,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
14,94.89355671726396,81.3869992441421,71.051100730896,79.34648745261553,False,[79.5085552   1.2365618  16.42985073],"[46.76753088 53.03108817 58.09638881 62.1926666  65.50530151 68.18420919
 70.35062553 72.10259323 73.51939884 74.66516092 75.59173173 76.34104391
 76.9470081  77.43704766 77.83333966]",0.0117514133453369,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
15,95.71864961894563,84.50491307634165,71.40038895606995,82.51442622757489,False,[83.09748757  1.17841487 21.71400249],"[47.76537638 53.1147437  57.65420383 61.50637869 64.77532493 67.54934478
 69.90337131 71.9009925  73.59616901 75.03469168 76.25541853 77.29132437
 78.17039156 78.91636584 79.54939781 80.08658721]",0.0131545066833496,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
16,96.26976128991625,91.76744771982868,71.33076071739197,91.58778681592835,False,[97.9299461   1.08415338 47.86179764],"[50.1214183  53.83237782 57.25528788 60.41250725 63.32465918 66.01076613
 68.488374   70.77366676 72.88157215 74.8258592  76.61922819 78.27339357
 79.7991605  81.20649543 82.50459122 83.70192714 84.8063243 ]",0.0192315578460693,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
17,97.15626377779178,88.93298059964727,71.27687001228333,94.7999575558152,False,[106.91145579   1.06325794  65.66266651],"[50.78550546 54.12468755 57.26520686 60.21888272 62.99683129 65.60950736
 68.06674373 70.37778819 72.55133835 74.59557435 76.51818968 78.32642008
 80.02707082 81.6265423  83.13085411 84.54566773 85.87630781 87.12778219]",0.0287277698516845,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
18,97.83019462115008,91.14386495338876,71.33947563171387,97.46109066485874,False,[118.00532317   1.04822563  89.17523626],"[51.31554716 54.38373805 57.31077094 60.10314008 62.76704092 65.30838391
 67.73280754 70.04569092 72.25216567 74.35712732 76.36524618 78.28097768
 80.10857229 81.85208491 83.51538388 85.10215961 86.61593267 88.06006171
 89.43775082]",0.022029161453247,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
19,98.4002015494111,91.60997732426304,71.30947351455688,98.14379763438444,False,[121.78916267   1.04456791  97.54418788],"[51.45553691 54.4564166  57.32925968 60.07952901 62.71245436 65.23304237
 67.64608607 69.95617399 72.16769886 74.28486602 76.31170137 78.25205904
 80.10962871 81.88794264 83.5903824  85.22018525 86.78045035 88.27414462
 89.70410839 91.07306082]",0.0266294479370117,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
20,98.93871638218808,92.85084404132024,71.1437418460846,98.44726747302508,False,[123.68837839   1.04291468 101.83299453],"[51.5231514  54.49266337 57.33998352 60.07013988 62.6879536  65.19804744
 67.60485396 69.91262329 72.1254307  74.24718375 76.28162923 78.23235973
 80.10282003 81.89631314 83.61600618 85.26493592 86.8460142  88.36203301
 89.81566948 91.20949056 92.54595759]",0.0313057899475097,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
21,99.28985324683504,92.8949357520786,71.13440656661987,97.95946588450994,True,[120.59911765   1.04570363  94.80764378],"[51.40245657 54.42677297 57.31890829 60.08463964 62.72949165 65.25874748
 67.6774594  69.99045885 72.20236611 74.31759952 76.34038432 78.27476108
 80.12459377 81.89357748 83.5852458  85.2029779  86.75000523 88.22941803
 89.64417145 90.99709152 92.29088073 93.52812345]",0.0201499462127685,"[[1, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [0]], [[0], [1, 1], [1, 0, 1], [1]]]",748.7318,26
0,77.26585627007621,50.560594608213655,141.51425290107727,inf,False,,,0.0001018047332763,"[[1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 1, 1]]","[[[1], [0, 1], [0, 1, 0], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[0], [0, 1], [1, 1, 1], [1]]]",721.8752,87
1,83.30289097436544,53.72260015117158,67.21403527259827,inf,False,,,0.0001051425933837,"[[1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 1, 1]]","[[[1], [0, 1], [0, 1, 0], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[0], [0, 1], [1, 1, 1], [1]]]",721.8752,87
2,85.30578824714996,53.43285462333081,67.10557699203491,inf,False,,,0.0001046657562255,"[[1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 1, 1]]","[[[1], [0, 1], [0, 1, 0], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[0], [0, 1], [1, 1, 1], [1]]]",721.8752,87
