epoch,train_accs,val_accs,epoch_times,predictions,converged,params,function,penguin_times,genome,architecture,flops,arch
4,99.15758644580212,96.75610985134794,67.2666368484497,97.36255179678052,False,[97.3625518  17.34561869  1.05217857],[77.23231192 96.20201436 97.29564514 97.35869453 97.36232942],0.0105652809143066,"[[0, 1, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [1, 0], [0, 1, 1], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",955.6348,59
5,99.14813881715688,96.46006550768456,67.2657425403595,97.13117415924827,True,[97.13117416 21.34845468  0.97701575],[77.23305855 96.19911065 97.08751463 97.12912907 97.13107836 97.13116967],0.0102941989898681,"[[0, 1, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [1, 0], [0, 1, 1], [0]], [[0], [1, 1], [0, 0, 1], [0]]]",955.6348,59
0,91.74119795931222,94.24918115394306,103.18921494483948,inf,False,,,0.0001060962677001,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
1,96.83661900862884,79.98236331569665,54.24513387680054,inf,False,,,0.0001583099365234,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
2,98.3041506581848,97.612748803225,54.03802490234375,inf,False,,,0.0001296997070312,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
3,98.64583989418657,98.5071806500378,54.01881265640259,143.8474941978168,False,[199.9997532    1.02796427 171.04812323],[88.10294104 91.14693064 94.10811295 96.98874061],0.0680994987487793,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
4,99.19222775083456,90.51398337112624,54.05075645446777,102.0781791414836,False,[103.10503366   1.10780391  25.2588432 ],[89.82860544 91.12057675 92.28682223 93.33957667 94.28988424],0.0152161121368408,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
5,99.27253259431885,98.26782564877804,54.079967975616455,122.11556589428513,False,[199.99996613   1.01412325 335.54521662],[89.40916488 90.94931486 92.46801583 93.96556652 95.44226148 96.89839114],0.0885093212127685,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
6,99.38747874283555,98.7591332829428,54.17422389984131,inf,False,"[inf, inf, inf]",inf,0.108466625213623,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
7,99.46620898154563,95.326278659612,54.10245013237,101.45085667184964,False,[101.69841376   1.16883047  16.0507605 ],"[89.46737013 91.23407021 92.74558117 94.03876355 95.14515357 96.09173226
 96.9015834  97.59445645]",0.0140008926391601,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
8,99.68350444038546,86.43235071806501,54.05419206619263,94.64584808681852,False,[94.64587636  1.61751768  3.22035307],"[89.94078962 91.73704463 92.84754564 93.53409209 93.95853656 94.22094141
 94.38316829 94.48346201 94.54546673]",0.0087294578552246,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
9,99.74176481703093,99.62207105064248,54.11435055732727,95.93241729127446,False,[95.93319668  1.43252569  5.08842606],"[89.70566965 91.58596084 92.8985315  93.81479476 94.4544086  94.9009024
 95.21258532 95.43016113 95.58204378 95.68806816]",0.0071876049041748,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
10,99.75908546954714,98.54497354497354,54.22987771034241,96.94560723886104,False,[96.95316405  1.31597148  7.20776393],"[89.71713231 91.45454053 92.77478816 93.77803757 94.54040168 95.11971826
 95.55993797 95.89445868 96.14865925 96.34182497 96.48861061]",0.0080358982086181,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
11,99.84096491780564,99.19375157470397,54.03338551521301,98.71804691359829,False,[98.83879616  1.18754936 12.70133877],"[89.96363721 91.36528873 92.54557779 93.53946411 94.37638623 95.08113346
 95.67458014 96.17430394 96.5951065  96.94945181 97.24783547 97.49909547]",0.0153543949127197,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
12,99.94488883290296,99.74174855127237,54.05437541007996,102.1241375626842,False,[104.08145896   1.08087842  33.63497249],"[90.40154663 91.42516751 92.37219435 93.24835842 94.05896215 94.80891118
 95.50274409 96.14465988 96.73854331 97.28798848 97.79632055 98.26661588
 98.70172063]",0.0172400474548339,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
13,99.95276185677396,99.75434618291762,54.02835702896118,103.69069628579072,False,[108.50832807   1.05403651  54.87591378],"[90.5516912  91.47226088 92.34563639 93.1742372  93.96035875 94.70617878
 95.4137634  96.0850728  96.72196668 97.32620939 97.89947483 98.4433511
 98.95934486 99.44888555]",0.0257527828216552,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
14,99.94961264722556,99.87402368354748,54.04191112518311,103.61281970285638,False,[108.2235872    1.05523151  53.42985577],"[90.54420748 91.46955785 92.34647478 93.1774933  93.96501577 94.71131879
 95.41855981 96.08878338 96.723927   97.32582679 97.89622275 98.43676381
 98.94901259 99.43444993 99.89447916]",0.0227859020233154,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
15,99.97638092838696,99.90551776266062,53.98276114463806,103.0109217660761,False,[106.24457215   1.06542661  43.51844252],"[ 90.47639383  91.4446993   92.35354226  93.20657423  94.0072225
  94.75870389  95.46403768  96.12605775  96.74742394  97.33063275
  97.87802739  98.39180716  98.87403631  99.32665234  99.75147374
 100.15020735]",0.0167758464813232,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
16,99.992126976129,99.899218946838,54.04961442947388,102.38978544099754,False,[104.5715759    1.07774319  35.4201156 ],"[ 90.39095701  91.41387835  92.36301108  93.24367796  94.06081779
  94.8190131   95.52251586  96.17527133  96.78094017  97.342919
  97.86435938  98.34818557  98.79711088  99.21365289  99.60014757
  99.95876239 100.29150847]",0.0140089988708496,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
17,99.9984253952258,99.84252960443436,54.058180809021,101.84901619996472,False,[103.34864385   1.09039177  29.68258176],"[ 90.30053412  91.38220202  92.37420135  93.28396548  94.11831159
  94.8834917   95.58523959  96.22881367  96.81903646  97.36033071
  97.85675251  98.31202172  98.72954982  99.1124655   99.46363806
  99.78569897 100.08106153 100.351939  ]",0.0128848552703857,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
18,99.9968507904516,99.88032249937012,53.99583053588867,101.46542074791287,False,[102.5853226    1.10081728  26.1789448 ],"[ 90.22411543  91.35620454  92.38461236  93.31883446  94.16749674
  94.93843511  95.63876784  96.27496128  96.85288957  97.37788886
  97.8548066   98.28804629  98.68160815  99.03912603  99.36390099
  99.65893174  99.92694239 100.17040755 100.39157519]",0.0115673542022705,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
19,100.0,99.91181657848324,54.019447803497314,101.18350699535056,False,[102.0700169    1.10950923  23.84078573],"[ 90.15878714  91.33443273  92.39404138  93.34906601  94.20982914
  94.98563443  95.68486726  96.31508539  96.88310061  97.39505239
  97.85647421  98.27235342  98.64718511  98.98502067  99.28951167
  99.56394922  99.81129961 100.03423637 100.23516914 100.41626973]",0.0107066631317138,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
20,100.0,99.91811539430589,54.09427976608277,100.96407342306024,False,[101.69241489   1.11704949  22.13630023],"[ 90.10076059  91.31538649  92.4027384   93.37615267  94.2475682
  95.02767286  95.72603464  96.35121892  96.91089356  97.41192297
  97.86045225  98.2619826   98.62143879  98.94322954  99.2313016
  99.48918817  99.72005222  99.92672529 100.11174222 100.27737225
 100.42564681]",0.0126121044158935,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
21,99.9968507904516,99.91181657848324,54.02219414710999,100.78827912971649,False,[101.40344028   1.12369321  20.83375228],"[ 90.0485537   91.29846991  92.41079861  93.40068507  94.28160743
  95.06556015  95.76321742  96.38407839  96.93659662  97.42829508
  97.86586866  98.25527529  98.60181706  98.91021241  99.18466041
  99.42889789  99.64625035  99.83967722 100.01181217 100.16499895
 100.30132333 100.42264148]",0.0097701549530029,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
22,99.9984253952258,99.89292013101536,54.01084756851196,100.64353854826054,False,[101.17395983   1.12964501  19.79847518],"[ 90.00093904  91.2832236   92.41834529  93.42319345  94.31271905
  95.10015722  95.79722415  96.41429139  96.9605402   97.44409814
  97.87216     98.25109485  98.5865408   98.88348892  99.14635744
  99.37905756  99.58505158  99.76740446  99.9288294  100.07172822
 100.1982271  100.31020818 100.40933763]",0.0087459087371826,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
23,99.9984253952258,99.899218946838,54.03645849227905,100.52840660554754,False,[100.99658189   1.13474372  18.99626966],"[ 89.95952756  91.27010873  92.42506659  93.44288042  94.33983523
  95.13028226  95.82686865  96.44073977  96.98171753  97.45845756
  97.8785877   98.24883001  98.57510836  98.86264319  99.11603507
  99.33933824  99.53612556  99.70954562  99.86237312  99.99705332
 100.11574109 100.22033543 100.31250984 100.39373912]",0.0080800056457519,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
24,99.9984253952258,99.93701184177375,54.02562165260315,100.44064910833517,False,[100.86421724   1.13889076  18.39477586],"[ 89.92528327  91.25931538  92.43065872  93.45915363  94.36222084
  95.1551566   95.85139174  96.46271915  96.99949356  97.47080689
  97.88464232  98.24800941  98.56706292  98.847207    99.09318676
  99.30916864  99.49881096  99.66532589  99.81153388  99.93991142
 100.05263297 100.15160783 100.23851244 100.31481881 100.38181941]",0.0084168910980224,"[[0, 1, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0]]","[[[0], [1, 0], [1, 0, 1], [0]], [[0], [0, 0], [1, 0, 0], [0]], [[0], [1, 0], [0, 0, 1], [0]]]",679.6971,53
0,91.37274044214902,95.18770471151424,116.14039278030396,inf,False,,,0.0001001358032226,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
1,97.07280972475908,93.70118417737466,75.30415344238281,inf,False,,,0.0001223087310791,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
2,98.34194117276564,97.4678760393046,75.22565126419067,inf,False,,,0.0001003742218017,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
3,98.56081123637966,98.40010078105315,75.1080117225647,inf,False,"[inf, inf, inf]",inf,0.0832331180572509,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
4,99.11349751212444,98.69614512471657,75.16002941131592,inf,False,"[inf, inf, inf]",inf,0.0807087421417236,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
5,99.29615166593184,99.29453262786596,75.20225620269775,107.62636442508584,False,[109.41566015   1.08891034  31.83070133],[94.36744042 95.59613871 96.72451287 97.76075445 98.71238613 99.58631638],0.020437479019165,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
6,99.41267241922276,99.06147644242884,75.29471373558044,101.5250103646282,False,[101.55776107   1.24109892   9.17187518],"[94.30705071 95.71559147 96.85050564 97.76494861 98.50174965 99.09541792
 99.57375873]",0.0121514797210693,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
7,99.59217736348177,97.0710506424792,75.2353937625885,98.96556705599784,False,[98.96564941  1.54970055  3.53156658],"[94.26808514 95.93437717 97.00961201 97.70344595 98.15116724 98.44007551
 98.62650395 98.74680361]",0.0090513229370117,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
8,99.66775839264344,89.89040060468632,75.31045198440552,96.976482219154,False,[96.97648222  2.47577329  0.96372467],"[94.5808018  96.00883287 96.5856349  96.81861344 96.91271677 96.95072645
 96.9660791  96.97228025 96.97478498]",0.0202960968017578,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
9,99.8031744032248,99.0803728898967,75.38795709609985,97.28301847188756,False,[97.28301848  2.26352889  1.25172356],"[94.5027032  96.05470843 96.74036578 97.043281   97.17710533 97.23622731
 97.2623467  97.27388593 97.27898383 97.28123602]",0.0332562923431396,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
10,99.91497134219313,99.81733434114386,75.578049659729,97.63094130105256,True,[97.63094136  2.04343091  1.62936453],"[94.42696348 96.06300096 96.8636336  97.25544162 97.44718191 97.54101444
 97.58693355 97.60940512 97.6204021  97.62578373 97.62841735]",0.1073193550109863,"[[1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1]]","[[[1], [0, 1], [1, 0, 1], [0]], [[0], [0, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 1, 1], [1]]]",1010.6366,24
0,92.31750330667002,94.09171075837745,403.5778052806854,inf,False,,,0.0009407997131347,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
1,97.61762297663286,94.00352733686069,82.79925227165222,inf,False,,,0.0003678798675537,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
2,98.66158594192858,98.6331569664903,82.54761099815369,inf,False,,,0.0006065368652343,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
3,99.0520879259306,96.06324011085916,82.67355918884277,97.84651453603703,False,[97.84651896  1.73236663  2.56210102],[93.759381   95.48723894 96.48463633 97.060379  ],0.1518764495849609,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
4,99.36543427599672,98.49458301839256,82.51624512672424,100.38509581241412,False,[100.39259247   1.31169675   6.96494692],[93.77494437 95.34748726 96.54634888 97.46032662 98.15711704],0.0102105140686035,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
5,99.4331422812874,99.59687578735198,82.55743503570557,106.4389801408849,False,[107.45030325   1.10946939  25.10838738],[93.87426449 95.21378834 96.42114373 97.50937149 98.49022573 99.37430081],0.0257699489593505,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
6,99.60477420167538,98.67724867724868,82.54395031929016,100.39691290753755,False,[100.4022289    1.33036051   6.65340363],"[93.72158852 95.38055221 96.62755531 97.56489755 98.26947516 98.79908921
 99.19718735]",0.008962869644165,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
7,99.70239969767589,69.88536155202821,82.55130791664124,93.80571833590427,False,[9.38057183e+01 2.10847213e+04 1.18841122e-32],"[92.80571834 93.80567091 93.80571833 93.80571834 93.80571834 93.80571834
 93.80571834 93.80571834]",0.0152809619903564,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
8,99.74019021225672,98.22373393801963,82.576740026474,94.30004545302089,False,[9.43000455e+01 3.32876424e+01 5.05079398e-24],"[93.30004545 94.27000427 94.29914298 94.30001834 94.30004464 94.30004543
 94.30004545 94.30004545 94.30004545]",0.006810188293457,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
9,99.89292687535428,98.46308893927942,82.55818772315979,94.72173794364114,True,[9.47217379e+01 1.27851450e+01 5.58325873e-20],"[93.72173794 94.64352217 94.71562024 94.72125944 94.72170052 94.72173502
 94.72173771 94.72173793 94.72173794 94.72173794]",0.0062696933746337,"[[1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [1, 1, 0], [1]], [[0], [1, 0], [0, 1, 1], [1]], [[1], [1, 1], [0, 0, 1], [1]]]",1100.1861,85
0,90.47364111607986,90.11715797430084,318.84025406837463,inf,False,,,0.0001475811004638,"[[0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 0]]","[[[0], [0, 0], [0, 1, 1], [0]], [[1], [1, 0], [0, 1, 1], [1]], [[0], [1, 0], [1, 1, 0], [0]]]",991.0611,5
1,96.07765950746362,88.55505165028974,69.78579330444336,inf,False,,,0.0001082420349121,"[[0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 0]]","[[[0], [0, 0], [0, 1, 1], [0]], [[1], [1, 0], [0, 1, 1], [1]], [[0], [1, 0], [1, 1, 0], [0]]]",991.0611,5
2,97.66013730553632,95.62862181909802,69.82283329963684,inf,False,,,0.0001213550567626,"[[0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 0]]","[[[0], [0, 0], [0, 1, 1], [0]], [[1], [1, 0], [0, 1, 1], [1]], [[0], [1, 0], [1, 1, 0], [0]]]",991.0611,5
3,98.24116646721671,96.42857142857144,70.00705432891846,inf,False,"[inf, inf, inf]",inf,0.086479902267456,"[[0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 0]]","[[[0], [0, 0], [0, 1, 1], [0]], [[1], [1, 0], [0, 1, 1], [1]], [[0], [1, 0], [1, 1, 0], [0]]]",991.0611,5
4,98.84424009573596,96.98286722096246,69.88645458221436,114.45706942238638,False,[117.36522917   1.09535665  36.72068854],[89.01823847 91.48599543 93.73892096 95.7957173  97.67345852],0.0240099430084228,"[[0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 0]]","[[[0], [0, 0], [0, 1, 1], [0]], [[1], [1, 0], [0, 1, 1], [1]], [[0], [1, 0], [1, 1, 0], [0]]]",991.0611,5
5,98.97808150154312,99.32602670697908,69.92834448814392,113.70385453018272,False,[116.19429729   1.10031903  34.54454962],[89.01475376 91.49278545 93.74488835 95.79166102 97.65182394 99.34239083],0.0291554927825927,"[[0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 0]]","[[[0], [0, 0], [0, 1, 1], [0]], [[1], [1, 0], [0, 1, 1], [1]], [[0], [1, 0], [1, 1, 0], [0]]]",991.0611,5
