epoch,train_accs,val_accs,epoch_times,predictions,converged,params,function,penguin_times,genome,architecture,flops,arch
0,91.78843610253826,97.31040564373896,88.4358434677124,inf,False,,,0.0002703666687011,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
1,97.75933740631102,95.17510707986898,61.90106344223023,inf,False,,,0.0001056194305419,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
2,98.89620205328464,95.43965734441925,61.82850122451782,inf,False,,,0.000112771987915,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
3,99.35126283302893,94.04761904761904,61.906111001968384,95.49319604687224,False,[9.64931960e+01 1.00000000e+00 2.74205583e-05],[95.49319605 95.49319605 95.49319605 95.49319605],0.0054874420166015,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
4,99.57013289664296,99.46460065507684,61.91052675247192,inf,False,"[inf, inf, inf]",inf,0.0873315334320068,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
5,99.75751086477294,99.77324263038548,61.87848138809204,inf,False,"[inf, inf, inf]",inf,0.1009752750396728,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
6,99.78427914593438,98.92920131015369,61.84736752510071,inf,False,"[inf, inf, inf]",inf,0.0878252983093261,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
7,99.65201234490144,98.7339380196523,61.92044448852539,inf,False,"[inf, inf, inf]",inf,0.1174027919769287,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
8,99.92126976128992,99.9748047367095,61.9582405090332,inf,False,"[inf, inf, inf]",inf,0.10551118850708,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
9,99.96220948541917,99.92441421012848,62.02649593353272,inf,False,"[inf, inf, inf]",inf,0.0848119258880615,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
10,99.95276185677396,99.91181657848324,61.95207309722901,106.31635306884472,False,[123.75137146   1.01947355 173.21253228],"[ 95.51418392  96.05355857  96.58263032  97.10159596  97.61064855
  98.10997743  98.59976834  99.08020348  99.55146155 100.01371786
 100.46714434]",0.049415111541748,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
11,99.98582855703218,99.91181657848324,61.93528962135315,103.59587986538972,False,[106.08154534   1.05976426  40.68639957],"[ 95.47254589  96.07082896  96.63537251  97.16807923  97.67074454
  98.14506257  98.59263195  99.01496114  99.41347353  99.78951225
 100.14434466 100.47916669]",0.0184991359710693,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
12,99.97795553316118,99.64096749811036,61.930994272232056,101.99157457457464,False,[102.64117733   1.10107608  20.51974852],"[ 95.42875712  96.09083956  96.69214446  97.23825105  97.73422639
  98.18467242  98.59376861  98.96531078  99.30274629  99.60920605
  99.88753356 100.14031128 100.36988464]",0.0121822357177734,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
13,99.9889777665806,99.98740236835476,61.92897343635559,101.4894616305014,False,[101.86812776   1.12016259  16.44207725],"[ 95.40737584  96.10043655  96.71915094  97.27149431  97.76458646
  98.20478341  98.59775934  98.94857979  99.26176686  99.54135759
  99.79095594 100.01377925 100.21269977 100.39028159]",0.0101275444030761,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
14,99.992126976129,99.90551776266062,61.898921966552734,101.09926668606892,False,[101.3290549    1.13897291  13.69874581],"[ 95.38390734  96.10931043  96.74620274  97.305384    97.7963362
  98.22738439  98.6058378   98.93811384  99.22984689  99.48598384
  99.71086799  99.90831267 100.08166595 100.23386735 100.36749775]",0.0102601051330566,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
15,99.9952761856774,99.98740236835476,61.88403129577637,100.87332775474434,False,[101.03750341   1.15222107  12.24821823],"[ 95.36592348  96.11520153  96.76549172  97.32987142  97.81969036
  98.24479884  98.61374581  98.93395083  99.21185325  99.4530417
  99.66236651  99.84403721 100.00170721 100.13854728 100.25730926
 100.36038149]",0.0079250335693359,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
16,99.9984253952258,99.94331065759636,61.892640590667725,100.69371448468333,False,[100.81517046   1.16448246  11.15544707],"[ 95.34825166  96.1204507   96.78357708  97.35303725  97.84206152
  98.26201139  98.62264359  98.93233671  99.19828586  99.42666985
  99.62279474  99.7912171   99.93584991 100.06005341 100.16671325
 100.25830744 100.33696401]",0.0061478614807128,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
17,99.9968507904516,99.96220710506424,61.91671800613403,100.56781580248207,False,[100.66392219   1.17424898  10.41793375],"[ 95.33355594  96.12453885  96.79814634  97.37179598  97.86032068
  98.2763523   98.63064821  98.9323695   99.18931781  99.40813708
  99.59448536  99.75318107  99.88832763 100.00341954 100.10143275
 100.1849016  100.25598435 100.31651901]",0.0062518119812011,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
18,99.9952761856774,100.0,61.93856692314148,100.48069842519516,False,[100.56123792   1.18176757   9.91713959],"[ 95.32148681  96.1274125   96.80937883  97.38645197  97.87476554
  98.28797164  98.63762254  98.93349367  99.18385688  99.39571174
  99.57498123  99.72667729  99.855041    99.96366109 100.05557433
 100.13335041 100.19916375 100.25485435 100.30197918]",0.0072090625762939,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
19,99.9952761856774,100.0,61.99960350990296,100.41231673440194,False,[100.48174103   1.18817998   9.52919379],"[ 95.31082727  96.12977935  96.81902852  97.39911671  97.88733247
  98.29822625  98.64404404  98.93509236  99.18004542  99.38620363
  99.55971119  99.7057392   99.82863978  99.93207578 100.01912993
 100.09239673 100.15405978 100.20595685 100.24963463 100.28639487]",0.0067412853240966,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
20,100.0,99.99370118417735,61.886234521865845,100.356688283371,False,[100.41775873   1.19378426   9.21637245],"[ 95.30120827  96.13176616  96.82750149  97.4102997   97.89849362
  98.30744014  98.65000331  98.93695899  99.17733381  99.37868914
  99.54735892  99.68864892  99.80700364  99.90614611  99.98919501
 100.05876278 100.11703777 100.16585311 100.20674437 100.24099785
 100.26969103]",0.0089397430419921,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
21,100.0,99.99370118417735,61.89342212677002,100.31187894377982,False,[100.36667528   1.1985696    8.96648514],"[ 95.29288006  96.13346661  96.83479138  97.41992617  97.90812042
  98.31543449  98.65526795  98.93880048  99.17535956  99.3727274
  99.53739688  99.67478521  99.78941212  99.88504855  99.96484068
 100.03141348 100.08695702 100.13329855 100.17196257 100.20422104
 100.23113518 100.2535904 ]",0.0078339576721191,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
22,100.0,99.99370118417735,61.8692479133606,100.27492912333928,False,[100.32479894   1.20276993   8.76003168],"[ 95.28513259  96.13474877  96.84113173  97.42842855  97.91671547
  98.32268414  98.66021227  98.94083794  99.17415411  99.36813649
  99.52941619  99.66350643  99.77499096  99.86768077  99.9447444
 100.0088162  100.0620864  100.10637601 100.14319901 100.17381418
 100.19926806 100.22043079 100.23802577]",0.0071804523468017,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
23,100.0,99.99370118417735,61.83370900154114,100.24457635189414,False,[100.29063033   1.20633946   8.59223681],"[ 95.27869428  96.13596555  96.84660407  97.43569075  97.92401655
  98.32881622  98.66437654  98.94254064  99.1731259   99.36427049
  99.52272057  99.65406841  99.76294974  99.85320736  99.92802678
  99.99004864 100.04146192 100.08408116 100.11941056 100.148697
 100.17297412 100.19309874 100.20978112 100.22361005]",0.0075199604034423,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
24,99.9984253952258,99.99370118417735,61.86782360076904,100.2190657838296,False,[100.26203202   1.20947263   8.45111214],"[ 95.27286057  96.13695193  96.85138841  97.44208924  97.9304846
  98.33429313  98.6681647   98.94421194  99.17244963  99.36115806
  99.51718345  99.64618628  99.75284667  99.84103419  99.91394822
  99.97423402 100.02407872 100.06529066 100.09936495 100.12753781
 100.15083131 100.17009054 100.18601419 100.19917998 100.21006553]",0.0068023204803466,"[[1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[1], [0, 1], [0, 0, 1], [0]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",677.3055,75
0,91.10190842098632,96.35928445452257,88.24398112297058,inf,False,,,0.0001003742218017,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
1,97.0759589343075,95.25069286974048,59.59205293655396,inf,False,,,0.0001056194305419,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
2,98.47420797379856,62.98185941043084,59.73513674736023,inf,False,,,0.0001077651977539,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
3,98.76078604270327,95.16250944822372,59.63859081268311,87.43858397541605,False,[8.84385840e+01 1.00000000e+00 1.54768719e-02],[87.43858398 87.43858398 87.43858398 87.43858398],0.006235122680664,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
4,99.19065314606034,95.95616024187451,59.61148929595947,89.14210128191276,False,[9.01421013e+01 1.00000000e+00 2.03242240e-06],[89.14210128 89.14210128 89.14210128 89.14210128 89.14210128],0.0046353340148925,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
5,99.50242489135228,99.71655328798184,59.59438228607178,inf,False,"[inf, inf, inf]",inf,0.0851683616638183,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
6,99.58115513006236,96.97656840513984,59.585278034210205,120.5412783642208,False,[199.99679023   1.01412739 336.87851815],"[87.16360114 88.73543393 90.28537017 91.81371488 93.32076884 94.80682866
 96.27218679]",0.0749449729919433,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
7,99.48825344838446,99.83623078861174,59.593093395233154,123.29720972538628,False,[200.           1.01567167 304.09324495],"[86.85258771 88.59843616 90.31734641 92.00973413 93.67600854 95.31657258
 96.93182294 98.52215023]",0.0740735530853271,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
8,99.83309189393462,99.0047871000252,59.62748050689697,inf,False,"[inf, inf, inf]",inf,0.0820400714874267,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
9,99.9055237135479,99.86142605190224,59.64320969581604,120.9597719358561,False,[200.           1.01432669 332.20183042],"[ 87.20378021  88.79695211  90.36762152  91.91610625  93.44271967
  94.94777068  96.43156385  97.89439941  99.3365734  100.75837763]",0.0462617874145507,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
10,99.9133967374189,96.90728143109096,59.63247728347778,inf,False,"[inf, inf, inf]",inf,0.0853753089904785,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
11,99.9086729230963,99.71655328798184,59.64235186576843,113.5454958500642,False,[146.56548108   1.02315017 177.80395254],"[ 88.05126005  89.3752244   90.66923225  91.93396139  93.17007431
  94.37821848  95.55902674  96.71311759  97.84109556  98.94355148
 100.02106282 101.074194  ]",0.0356092453002929,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
12,99.94331422812874,98.49458301839256,59.74173283576965,107.37673299755032,False,[113.04122182   1.06120129  54.1947995 ],"[ 88.03172374  89.47406424  90.83322249  92.11399576  93.32090465
  94.45820904  95.52992315  96.53982967  97.49149315  98.38827258
  99.2333332  100.02965773 100.78005687]",0.0160253047943115,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
13,99.97795553316118,99.96220710506424,59.63032507896423,105.75783251395386,False,[109.13808659   1.0760445   41.61782912],"[ 88.01754116  89.51013862  90.89725361  92.18634063  93.38432735
  94.49765186  95.53229729  96.4938239   97.38739904  98.21782487
  98.98956416  99.70676433 100.37327968 100.99269211]",0.0124127864837646,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
14,99.97953013793538,99.899218946838,59.58063721656799,104.44569755878577,False,[106.53726053   1.09122004  33.45294664],"[ 87.99001921  89.54046744  90.96130666  92.26337146  93.45659075
  94.55006341  95.55212772  96.47042492  97.31195748  98.0831425
  98.78986067  99.43750105 100.03100222 100.57488994 101.07331161]",0.0095777511596679,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
15,99.98582855703218,99.91181657848324,59.64699077606201,103.49301151222852,False,[104.89612542   1.10476791  28.39933793],"[ 87.95784772  89.56414711  91.01811711  92.33420347  93.52548207
  94.60378872  95.57983685  96.46332388  97.26302762  97.98689345
  98.64211326  99.23519693  99.77203699 100.25796716 100.69781535
 101.09595164]",0.012143850326538,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
16,99.9968507904516,99.98740236835476,59.6076602935791,102.82208249377408,False,[103.84250406   1.11615327  25.18396736],"[ 87.9249788   89.58144721  91.06553409  92.39517842  93.58645238
  94.65375558  95.60998913  96.46671156  97.23427857  97.92196819
  98.5380929   99.09010016  99.5846624  100.02775768 100.42474193
 100.78041374 101.09907232]",0.0110769271850585,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
17,99.992126976129,99.98740236835476,59.61228036880493,102.31552390823364,False,[103.0962563    1.12610244  22.91581653],"[ 87.89254386  89.59507563  91.10695565  92.44953335  93.64176743
  94.70049356  95.64066215  96.47554941  97.2169449   97.87531795
  98.45996551  98.97914347  99.44018319  99.84959508 100.21316049
 100.53601336 100.82271274 101.07730715]",0.0112185478210449,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
18,99.9984253952258,100.0,59.63335704803467,101.93253292602589,False,[102.55789279   1.134597    21.28256869],"[ 87.86285205  89.60612162  91.14258749  92.49678274  93.6903301
  94.74228718  95.66945082  96.48662523  97.20685842  97.84165049
  98.40113732  98.89425234  99.32886923  99.71192761 100.04954385
 100.34710876 100.6093736  100.84052602 101.04425687]",0.0078768730163574,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
19,99.9952761856774,100.0,59.691017389297485,101.6323557111162,False,[102.14969422   1.14204068  20.03784007],"[ 87.83394269  89.61445639  91.17351969  92.53867534  93.73404051
  94.7807328   95.69724331  96.49976334  97.20247037  97.81777861
  98.35655823  98.82832742  99.24142059  99.60313552  99.91986235
 100.19719646 100.44003729 100.65267493 100.83886588 101.00189943]",0.0070321559906005,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
20,100.0,100.0,59.62329840660095,101.39513826366884,False,[101.83547505   1.14849365  19.07578033],"[ 87.80733941  89.62109703  91.20034617  92.57540744  93.77268116
  94.81515424  95.72284152  96.51317004  97.2013136   97.80048414
  98.32218536  98.7764336   99.17195015  99.51632866  99.81618101
 100.07726417 100.30459077 100.50252534 100.67486811 100.82492794
 100.95558589]",0.0080182552337646,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
21,100.0,100.0,59.61872434616089,101.20508881866388,False,[101.58884388   1.1540913   18.31708283],"[ 87.783148    89.62644899  91.22363718  92.6075729   93.80672909
  94.84577703  95.74609397  96.5262029   97.2021537   97.78785328
  98.29535177  98.73509036  99.11611619  99.44626842  99.73233959
  99.98021526 100.19499522 100.3810983  100.54235338 100.6820781
 100.80314714 100.90805134]",0.0081229209899902,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
22,100.0,100.0,59.764408826828,101.05111051426016,False,[101.39232797   1.158936    17.71038512],"[ 87.76164504  89.63095125  91.24390158  92.63565257  93.83653941
  94.87273712  95.76683111  96.53830942  97.20398751  97.77837479
  98.27399083  98.7016383   99.07063836  99.38903392  99.66376483
  99.90081927 100.10536415 100.28185784 100.43414725 100.56555176
 100.67893551 100.77676985 100.86118724]",0.0084409713745117,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
23,100.0,100.0,59.62812924385071,100.92552942361309,False,[101.23442466   1.16307814  17.22378609],"[ 87.74375427  89.63531541  91.26165597  92.65996318  93.86221019
  94.8958871   95.78462954  96.54875915  97.2057482   97.77061916
  98.25628812  98.6738602   99.03288345  99.34156713  99.60696949
  99.83515911 100.03135369 100.20003932 100.34507312 100.46977135
 100.57698534 100.66916657 100.74842285 100.81656639]",0.0080885887145996,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
24,99.9984253952258,100.0,59.602569580078125,100.81886031250475,False,[101.10103813   1.16689889  16.80291385],"[ 87.72419838  89.63745729  91.27706713  92.68216731  93.88629921
  94.91820688  95.80252314  96.56035766  97.20980084  97.76635564
  98.24330768  98.65204235  99.00231664  99.30249199  99.55973394
  99.78018317  99.96910204 100.13100028 100.26974258 100.38864089
 100.49053345 100.57785254 100.65268258 100.71680985 100.77176515]",0.0085766315460205,"[[0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1]]","[[[0], [0, 0], [1, 0, 1], [1]], [[0], [0, 0], [0, 0, 0], [1]], [[1], [0, 1], [0, 0, 1], [1]]]",631.1805,91
